78039 silly lifecycle lower-case@1.1.3~preinstall: no script for preinstall, continuing
81621 verbose linkMans signal-exit@3.0.2
81622 silly build loud-rejection@1.6.0
81623 info linkStuff loud-rejection@1.6.0
81624 silly linkStuff loud-rejection@1.6.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81625 verbose linkBins loud-rejection@1.6.0
81626 verbose linkMans loud-rejection@1.6.0
81627 silly build simple-fmt@0.1.0
81628 info linkStuff simple-fmt@0.1.0
81629 silly linkStuff simple-fmt@0.1.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81630 verbose linkBins simple-fmt@0.1.0
81631 verbose linkMans simple-fmt@0.1.0
81632 silly build simple-is@0.2.0
81633 info linkStuff simple-is@0.2.0
81634 silly linkStuff simple-is@0.2.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81635 verbose linkBins simple-is@0.2.0
81636 verbose linkMans simple-is@0.2.0
81637 silly build snake-case@1.1.2
81638 info linkStuff snake-case@1.1.2
81639 silly linkStuff snake-case@1.1.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81640 verbose linkBins snake-case@1.1.2
81641 verbose linkMans snake-case@1.1.2
81642 silly build sntp@1.0.9
81643 info linkStuff sntp@1.0.9
81644 silly linkStuff sntp@1.0.9 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81645 verbose linkBins sntp@1.0.9
81646 verbose linkMans sntp@1.0.9
81647 silly build hawk@3.1.3
81648 info linkStuff hawk@3.1.3
81649 silly linkStuff hawk@3.1.3 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81650 verbose linkBins hawk@3.1.3
81651 verbose linkMans hawk@3.1.3
81652 silly build source-map@0.4.4
81653 info linkStuff source-map@0.4.4
81654 silly linkStuff source-map@0.4.4 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81655 verbose linkBins source-map@0.4.4
81656 verbose linkMans source-map@0.4.4
81657 silly build clean-css@3.4.24
81658 info linkStuff clean-css@3.4.24
81659 silly linkStuff clean-css@3.4.24 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81660 verbose linkBins clean-css@3.4.24
81661 verbose link bins [ { cleancss: './bin/cleancss' },
81661 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81661 verbose link bins   false ]
81662 verbose linkMans clean-css@3.4.24
81663 silly build postcss@4.1.16
81664 info linkStuff postcss@4.1.16
81665 silly linkStuff postcss@4.1.16 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81666 verbose linkBins postcss@4.1.16
81667 verbose linkMans postcss@4.1.16
81668 silly build autoprefixer-core@5.2.1
81669 info linkStuff autoprefixer-core@5.2.1
81670 silly linkStuff autoprefixer-core@5.2.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81671 verbose linkBins autoprefixer-core@5.2.1
81672 verbose linkMans autoprefixer-core@5.2.1
81673 silly build spdx-expression-parse@1.0.4
81674 info linkStuff spdx-expression-parse@1.0.4
81675 silly linkStuff spdx-expression-parse@1.0.4 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81676 verbose linkBins spdx-expression-parse@1.0.4
81677 verbose linkMans spdx-expression-parse@1.0.4
81678 silly build spdx-license-ids@1.2.2
81679 info linkStuff spdx-license-ids@1.2.2
81680 silly linkStuff spdx-license-ids@1.2.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81681 verbose linkBins spdx-license-ids@1.2.2
81682 verbose linkMans spdx-license-ids@1.2.2
81683 silly build spdx-correct@1.0.2
81684 info linkStuff spdx-correct@1.0.2
81685 silly linkStuff spdx-correct@1.0.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81686 verbose linkBins spdx-correct@1.0.2
81687 verbose linkMans spdx-correct@1.0.2
81688 silly build sprintf-js@1.0.3
81689 info linkStuff sprintf-js@1.0.3
81690 silly linkStuff sprintf-js@1.0.3 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81691 verbose linkBins sprintf-js@1.0.3
81692 verbose linkMans sprintf-js@1.0.3
81693 silly build argparse@1.0.9
81694 info linkStuff argparse@1.0.9
81695 silly linkStuff argparse@1.0.9 has D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules as its parent node_modules
81696 verbose linkBins argparse@1.0.9
81697 verbose linkMans argparse@1.0.9
81698 silly build js-yaml@3.8.1
81699 info linkStuff js-yaml@3.8.1
81700 silly linkStuff js-yaml@3.8.1 has D:\MyWorkSpace\mm-web\node_modules\configstore\node_modules as its parent node_modules
81701 verbose linkBins js-yaml@3.8.1
81702 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
81702 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\configstore\\node_modules\\.bin',
81702 verbose link bins   false ]
81703 verbose linkMans js-yaml@3.8.1
81704 silly build assert-plus@1.0.0
81705 info linkStuff assert-plus@1.0.0
81706 silly linkStuff assert-plus@1.0.0 has D:\MyWorkSpace\mm-web\node_modules\sshpk\node_modules as its parent node_modules
81707 verbose linkBins assert-plus@1.0.0
81708 verbose linkMans assert-plus@1.0.0
81709 silly build stable@0.1.5
81710 info linkStuff stable@0.1.5
81711 silly linkStuff stable@0.1.5 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81712 verbose linkBins stable@0.1.5
81713 verbose linkMans stable@0.1.5
81714 silly build alter@0.2.0
81715 info linkStuff alter@0.2.0
81716 silly linkStuff alter@0.2.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81717 verbose linkBins alter@0.2.0
81718 verbose linkMans alter@0.2.0
81719 silly build statuses@1.3.1
81720 info linkStuff statuses@1.3.1
81721 silly linkStuff statuses@1.3.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81722 verbose linkBins statuses@1.3.1
81723 verbose linkMans statuses@1.3.1
81724 silly build http-errors@1.3.1
81725 info linkStuff http-errors@1.3.1
81726 silly linkStuff http-errors@1.3.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81727 verbose linkBins http-errors@1.3.1
81728 verbose linkMans http-errors@1.3.1
81729 silly build connect-timeout@1.6.2
81730 info linkStuff connect-timeout@1.6.2
81731 silly linkStuff connect-timeout@1.6.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81732 verbose linkBins connect-timeout@1.6.2
81733 verbose linkMans connect-timeout@1.6.2
81734 silly build send@0.13.2
81735 info linkStuff send@0.13.2
81736 silly linkStuff send@0.13.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81737 verbose linkBins send@0.13.2
81738 verbose linkMans send@0.13.2
81739 silly build serve-static@1.10.3
81740 info linkStuff serve-static@1.10.3
81741 silly linkStuff serve-static@1.10.3 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81742 verbose linkBins serve-static@1.10.3
81743 verbose linkMans serve-static@1.10.3
81744 silly build serve-index@1.7.3
81745 info linkStuff serve-index@1.7.3
81746 silly linkStuff serve-index@1.7.3 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81747 verbose linkBins serve-index@1.7.3
81748 verbose linkMans serve-index@1.7.3
81749 silly build stream-combiner@0.0.4
81750 info linkStuff stream-combiner@0.0.4
81751 silly linkStuff stream-combiner@0.0.4 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81752 verbose linkBins stream-combiner@0.0.4
81753 verbose linkMans stream-combiner@0.0.4
81754 silly build string_decoder@0.10.31
81755 info linkStuff string_decoder@0.10.31
81756 silly linkStuff string_decoder@0.10.31 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81757 verbose linkBins string_decoder@0.10.31
81758 verbose linkMans string_decoder@0.10.31
81759 silly build readable-stream@1.0.34
81760 info linkStuff readable-stream@1.0.34
81761 silly linkStuff readable-stream@1.0.34 has D:\MyWorkSpace\mm-web\node_modules\bl\node_modules as its parent node_modules
81762 verbose linkBins readable-stream@1.0.34
81763 verbose linkMans readable-stream@1.0.34
81764 silly build bl@0.9.5
81765 info linkStuff bl@0.9.5
81766 silly linkStuff bl@0.9.5 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81767 verbose linkBins bl@0.9.5
81768 verbose linkMans bl@0.9.5
81769 silly build readable-stream@1.1.14
81770 info linkStuff readable-stream@1.1.14
81771 silly linkStuff readable-stream@1.1.14 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81772 verbose linkBins readable-stream@1.1.14
81773 verbose linkMans readable-stream@1.1.14
81774 silly build htmlparser2@3.8.3
81775 info linkStuff htmlparser2@3.8.3
81776 silly linkStuff htmlparser2@3.8.3 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81777 verbose linkBins htmlparser2@3.8.3
81778 verbose linkMans htmlparser2@3.8.3
81779 silly build stream-counter@0.2.0
81780 info linkStuff stream-counter@0.2.0
81781 silly linkStuff stream-counter@0.2.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81782 verbose linkBins stream-counter@0.2.0
81783 verbose linkMans stream-counter@0.2.0
81784 silly build multiparty@3.3.2
81785 info linkStuff multiparty@3.3.2
81786 silly linkStuff multiparty@3.3.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81787 verbose linkBins multiparty@3.3.2
81788 verbose linkMans multiparty@3.3.2
81789 silly build ansi-regex@0.1.0
81790 info linkStuff ansi-regex@0.1.0
81791 silly linkStuff ansi-regex@0.1.0 has D:\MyWorkSpace\mm-web\node_modules\string-length\node_modules as its parent node_modules
81792 verbose linkBins ansi-regex@0.1.0
81793 verbose linkMans ansi-regex@0.1.0
81794 silly build strip-ansi@0.2.2
81795 info linkStuff strip-ansi@0.2.2
81796 silly linkStuff strip-ansi@0.2.2 has D:\MyWorkSpace\mm-web\node_modules\string-length\node_modules as its parent node_modules
81797 verbose linkBins strip-ansi@0.2.2
81798 verbose link bins [ { 'strip-ansi': 'cli.js' },
81798 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\string-length\\node_modules\\.bin',
81798 verbose link bins   false ]
81799 verbose linkMans strip-ansi@0.2.2
81800 silly build string-length@0.1.2
81801 info linkStuff string-length@0.1.2
81802 silly linkStuff string-length@0.1.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81803 verbose linkBins string-length@0.1.2
81804 verbose linkMans string-length@0.1.2
81805 silly build stringify-object@1.0.1
81806 info linkStuff stringify-object@1.0.1
81807 silly linkStuff stringify-object@1.0.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81808 verbose linkBins stringify-object@1.0.1
81809 verbose linkMans stringify-object@1.0.1
81810 silly build stringmap@0.2.2
81811 info linkStuff stringmap@0.2.2
81812 silly linkStuff stringmap@0.2.2 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81813 verbose linkBins stringmap@0.2.2
81814 verbose linkMans stringmap@0.2.2
81815 silly build stringset@0.2.1
81816 info linkStuff stringset@0.2.1
81817 silly linkStuff stringset@0.2.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81818 verbose linkBins stringset@0.2.1
81819 verbose linkMans stringset@0.2.1
81820 silly build stringstream@0.0.5
81821 info linkStuff stringstream@0.0.5
81822 silly linkStuff stringstream@0.0.5 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81823 verbose linkBins stringstream@0.0.5
81824 verbose linkMans stringstream@0.0.5
81825 silly build strip-ansi@0.3.0
81826 info linkStuff strip-ansi@0.3.0
81827 silly linkStuff strip-ansi@0.3.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81828 verbose linkBins strip-ansi@0.3.0
81829 verbose link bins [ { 'strip-ansi': 'cli.js' },
81829 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81829 verbose link bins   false ]
81830 verbose linkMans strip-ansi@0.3.0
81831 silly build strip-bom@2.0.0
81832 info linkStuff strip-bom@2.0.0
81833 silly linkStuff strip-bom@2.0.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81834 verbose linkBins strip-bom@2.0.0
81835 verbose linkMans strip-bom@2.0.0
81836 silly build load-json-file@1.1.0
81837 info linkStuff load-json-file@1.1.0
81838 silly linkStuff load-json-file@1.1.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81839 verbose linkBins load-json-file@1.1.0
81840 verbose linkMans load-json-file@1.1.0
81841 silly build strip-indent@1.0.1
81842 info linkStuff strip-indent@1.0.1
81843 silly linkStuff strip-indent@1.0.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81844 verbose linkBins strip-indent@1.0.1
81845 verbose link bins [ { 'strip-indent': 'cli.js' },
81845 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81845 verbose link bins   false ]
81846 verbose linkMans strip-indent@1.0.1
81847 silly build redent@1.0.0
81848 info linkStuff redent@1.0.0
81849 silly linkStuff redent@1.0.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81850 verbose linkBins redent@1.0.0
81851 verbose linkMans redent@1.0.0
81852 silly build strip-json-comments@1.0.4
81853 info linkStuff strip-json-comments@1.0.4
81854 silly linkStuff strip-json-comments@1.0.4 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81855 verbose linkBins strip-json-comments@1.0.4
81856 verbose link bins [ { 'strip-json-comments': 'cli.js' },
81856 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81856 verbose link bins   false ]
81857 verbose linkMans strip-json-comments@1.0.4
81858 silly build jshint@2.8.0
81859 info linkStuff jshint@2.8.0
81860 silly linkStuff jshint@2.8.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81861 warn prefer global jshint@2.8.0 should be installed with -g
81862 verbose linkBins jshint@2.8.0
81863 verbose link bins [ { jshint: './bin/jshint' },
81863 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81863 verbose link bins   false ]
81864 verbose linkMans jshint@2.8.0
81865 silly build supports-color@0.2.0
81866 info linkStuff supports-color@0.2.0
81867 silly linkStuff supports-color@0.2.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81868 verbose linkBins supports-color@0.2.0
81869 verbose link bins [ { 'supports-color': 'cli.js' },
81869 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\.bin',
81869 verbose link bins   false ]
81870 verbose linkMans supports-color@0.2.0
81871 silly build chalk@0.5.1
81872 info linkStuff chalk@0.5.1
81873 silly linkStuff chalk@0.5.1 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81874 verbose linkBins chalk@0.5.1
81875 verbose linkMans chalk@0.5.1
81876 silly build chalk@0.5.0
81877 info linkStuff chalk@0.5.0
81878 silly linkStuff chalk@0.5.0 has D:\MyWorkSpace\mm-web\node_modules\google-cdn\node_modules as its parent node_modules
81879 verbose linkBins chalk@0.5.0
81880 verbose linkMans chalk@0.5.0
81881 silly build argparse@1.0.9
81882 info linkStuff argparse@1.0.9
81883 silly linkStuff argparse@1.0.9 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81884 verbose linkBins argparse@1.0.9
81885 verbose linkMans argparse@1.0.9
81886 silly build colors@1.1.2
81887 info linkStuff colors@1.1.2
81888 silly linkStuff colors@1.1.2 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81889 verbose linkBins colors@1.1.2
81890 verbose linkMans colors@1.1.2
81891 silly build esprima@2.2.0
81892 info linkStuff esprima@2.2.0
81893 silly linkStuff esprima@2.2.0 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81894 verbose linkBins esprima@2.2.0
81895 verbose link bins [ { esparse: './bin/esparse.js',
81895 verbose link bins     esvalidate: './bin/esvalidate.js' },
81895 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\svgo\\node_modules\\.bin',
81895 verbose link bins   false ]
81896 verbose linkMans esprima@2.2.0
81897 silly build js-yaml@3.3.1
81898 info linkStuff js-yaml@3.3.1
81899 silly linkStuff js-yaml@3.3.1 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81900 verbose linkBins js-yaml@3.3.1
81901 verbose link bins [ { 'js-yaml': 'bin/js-yaml.js' },
81901 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\svgo\\node_modules\\.bin',
81901 verbose link bins   false ]
81902 verbose linkMans js-yaml@3.3.1
81903 silly build minimist@0.0.8
81904 info linkStuff minimist@0.0.8
81905 silly linkStuff minimist@0.0.8 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81906 verbose linkBins minimist@0.0.8
81907 verbose linkMans minimist@0.0.8
81908 silly build mkdirp@0.5.1
81909 info linkStuff mkdirp@0.5.1
81910 silly linkStuff mkdirp@0.5.1 has D:\MyWorkSpace\mm-web\node_modules\svgo\node_modules as its parent node_modules
81911 verbose linkBins mkdirp@0.5.1
81912 verbose link bins [ { mkdirp: 'bin/cmd.js' },
81912 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\svgo\\node_modules\\.bin',
81912 verbose link bins   false ]
81913 verbose linkMans mkdirp@0.5.1
81914 silly build tar@0.1.20
81915 info linkStuff tar@0.1.20
81916 silly linkStuff tar@0.1.20 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
81917 verbose linkBins tar@0.1.20
81918 verbose linkMans tar@0.1.20
81919 silly build minimist@0.0.8
81920 info linkStuff minimist@0.0.8
81921 silly linkStuff minimist@0.0.8 has D:\MyWorkSpace\mm-web\node_modules\tar-fs\node_modules as its parent node_modules
81922 verbose linkBins minimist@0.0.8
81923 verbose linkMans minimist@0.0.8
81924 silly build mkdirp@0.5.1
81925 info linkStuff mkdirp@0.5.1
81926 silly linkStuff mkdirp@0.5.1 has D:\MyWorkSpace\mm-web\node_modules\tar-fs\node_modules as its parent node_modules
81927 verbose linkBins mkdirp@0.5.1
81928 verbose link bins [ { mkdirp: 'bin/cmd.js' },
81928 verbose link bins   'D:\\MyWorkSpace\\mm-web\\node_modules\\tar-fs\\node_modules\\.bin',
81928 verbose link bins   false ]
81929 verbose linkMans mkdirp@0.5.1
81930 silly build text-table@0.2.0
81931 info linkStuff text-table@0.2.0
81932 silly linkStuff text-table@0.2.0 has D:\MyWorkSpace\mm-web\node_modules as its parent node_modules
